<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.03.01	02:15:00	1.05702	1.05714	1.05674	1.05679	477	0	0
2023.03.01	02:30:00	1.05679	1.05701	1.05653	1.05654	700	0	0
2023.03.01	02:45:00	1.05658	1.05689	1.05658	1.05683	601	0	0
2023.03.01	03:00:00	1.05684	1.05735	1.05673	1.05734	649	0	0
2023.03.01	03:15:00	1.05737	1.05757	1.05722	1.05745	600	0	0
2023.03.01	03:30:00	1.05745	1.05808	1.05745	1.05787	836	0	0
2023.03.01	03:45:00	1.05787	1.05852	1.05787	1.05844	677	0	0
2023.03.01	04:00:00	1.05843	1.05866	1.05816	1.05856	596	0	0
2023.03.01	04:15:00	1.05858	1.05859	1.05829	1.05833	527	0	0
2023.03.01	04:30:00	1.05832	1.05844	1.05815	1.05840	545	0	0
2023.03.01	04:45:00	1.05840	1.05845	1.05813	1.05834	358	0	0
2023.03.01	05:00:00	1.05833	1.05875	1.05821	1.05856	458	0	0
2023.03.01	05:15:00	1.05857	1.05949	1.05854	1.05944	503	0	0
2023.03.01	05:30:00	1.05945	1.05956	1.05935	1.05950	403	0	0
2023.03.01	05:45:00	1.05950	1.05956	1.05926	1.05933	387	0	0
2023.03.01	06:00:00	1.05933	1.05943	1.05901	1.05908	283	0	0
2023.03.01	06:15:00	1.05908	1.05910	1.05882	1.05898	440	0	0
2023.03.01	06:30:00	1.05898	1.05909	1.05891	1.05895	358	0	0
2023.03.01	06:45:00	1.05893	1.05908	1.05883	1.05893	381	0	0
2023.03.01	07:00:00	1.05892	1.05927	1.05891	1.05924	442	0	0
2023.03.01	07:15:00	1.05924	1.05953	1.05916	1.05950	498	0	0
2023.03.01	07:30:00	1.05950	1.05950	1.05910	1.05914	505	0	0
2023.03.01	07:45:00	1.05914	1.05936	1.05908	1.05910	397	0	0
2023.03.01	08:00:00	1.05910	1.05966	1.05894	1.05964	544	0	0
2023.03.01	08:15:00	1.05965	1.06030	1.05959	1.06021	571	0	0
2023.03.01	08:30:00	1.06021	1.06058	1.06009	1.06030	834	0	0
2023.03.01	08:45:00	1.06029	1.06148	1.06029	1.06072	648	0	0
2023.03.01	09:00:00	1.06073	1.06124	1.06044	1.06100	887	0	0
2023.03.01	09:15:00	1.06099	1.06189	1.06093	1.06161	797	0	0
2023.03.01	09:30:00	1.06163	1.06195	1.06120	1.06195	964	0	0
2023.03.01	09:45:00	1.06195	1.06450	1.06193	1.06414	1405	0	0
2023.03.01	10:00:00	1.06409	1.06436	1.06258	1.06389	1438	0	0
2023.03.01	10:15:00	1.06389	1.06429	1.06313	1.06398	1210	0	0
2023.03.01	10:30:00	1.06397	1.06478	1.06352	1.06353	1074	0	0
2023.03.01	10:45:00	1.06352	1.06489	1.06334	1.06484	1043	0	0
2023.03.01	11:00:00	1.06484	1.06567	1.06434	1.06442	1288	0	0
2023.03.01	11:15:00	1.06442	1.06449	1.06376	1.06438	815	0	0
2023.03.01	11:30:00	1.06438	1.06505	1.06407	1.06469	964	0	0
2023.03.01	11:45:00	1.06469	1.06476	1.06407	1.06424	845	0	0
2023.03.01	12:00:00	1.06420	1.06489	1.06399	1.06480	1048	0	0
2023.03.01	12:15:00	1.06481	1.06622	1.06470	1.06611	1114	0	0
2023.03.01	12:30:00	1.06612	1.06622	1.06504	1.06531	959	0	0
2023.03.01	12:45:00	1.06530	1.06695	1.06481	1.06680	1168	0	0
2023.03.01	13:00:00	1.06682	1.06682	1.06596	1.06608	988	0	0
2023.03.01	13:15:00	1.06608	1.06651	1.06550	1.06651	928	0	0
2023.03.01	13:30:00	1.06648	1.06708	1.06634	1.06690	923	0	0
2023.03.01	13:45:00	1.06686	1.06741	1.06659	1.06698	824	0	0
2023.03.01	14:00:00	1.06699	1.06709	1.06634	1.06659	821	0	0
2023.03.01	14:15:00	1.06659	1.06833	1.06648	1.06791	913	0	0
2023.03.01	14:30:00	1.06791	1.06859	1.06769	1.06838	783	0	0
2023.03.01	14:45:00	1.06837	1.06872	1.06809	1.06868	808	0	0
2023.03.01	15:00:00	1.06869	1.06916	1.06811	1.06840	932	0	0
2023.03.01	15:15:00	1.06840	1.06879	1.06749	1.06759	967	0	0
2023.03.01	15:30:00	1.06759	1.06784	1.06718	1.06731	1021	0	0
2023.03.01	15:45:00	1.06732	1.06749	1.06691	1.06714	1020	0	0
2023.03.01	16:00:00	1.06703	1.06745	1.06672	1.06729	952	0	0
2023.03.01	16:15:00	1.06730	1.06773	1.06697	1.06719	1118	0	0
2023.03.01	16:30:00	1.06718	1.06795	1.06677	1.06680	1395	0	0
2023.03.01	16:45:00	1.06693	1.06796	1.06652	1.06666	1303	0	0
2023.03.01	17:00:00	1.06760	1.06761	1.06432	1.06508	2127	0	0
2023.03.01	17:15:00	1.06505	1.06579	1.06440	1.06471	1616	0	0
2023.03.01	17:30:00	1.06462	1.06731	1.06455	1.06709	1525	0	0
2023.03.01	17:45:00	1.06708	1.06782	1.06658	1.06723	1515	0	0
2023.03.01	18:00:00	1.06723	1.06728	1.06592	1.06639	1307	0	0
2023.03.01	18:15:00	1.06640	1.06756	1.06618	1.06730	1168	0	0
2023.03.01	18:30:00	1.06727	1.06785	1.06651	1.06673	1088	0	0
2023.03.01	18:45:00	1.06673	1.06769	1.06647	1.06732	1158	0	0
2023.03.01	19:00:00	1.06734	1.06782	1.06708	1.06749	955	0	0
2023.03.01	19:15:00	1.06749	1.06780	1.06672	1.06677	935	0	0
2023.03.01	19:30:00	1.06678	1.06714	1.06653	1.06678	765	0	0
2023.03.01	19:45:00	1.06678	1.06707	1.06644	1.06653	737	0	0
2023.03.01	20:00:00	1.06653	1.06653	1.06611	1.06633	638	0	0
2023.03.01	20:15:00	1.06633	1.06637	1.06562	1.06573	495	0	0
2023.03.01	20:30:00	1.06571	1.06604	1.06528	1.06529	536	0	0
2023.03.01	20:45:00	1.06524	1.06544	1.06500	1.06519	557	0	0
2023.03.01	21:00:00	1.06519	1.06530	1.06481	1.06509	717	0	0
2023.03.01	21:15:00	1.06509	1.06509	1.06470	1.06494	593	0	0
2023.03.01	21:30:00	1.06490	1.06529	1.06464	1.06524	632	0	0
2023.03.01	21:45:00	1.06523	1.06589	1.06521	1.06572	538	0	0
2023.03.01	22:00:00	1.06574	1.06619	1.06561	1.06610	580	0	0
2023.03.01	22:15:00	1.06611	1.06629	1.06588	1.06611	562	0	0
2023.03.01	22:30:00	1.06610	1.06626	1.06595	1.06621	587	0	0
2023.03.01	22:45:00	1.06621	1.06659	1.06604	1.06649	592	0	0
2023.03.01	23:00:00	1.06648	1.06664	1.06646	1.06657	236	0	0
2023.03.01	23:15:00	1.06659	1.06685	1.06657	1.06680	173	0	0
2023.03.01	23:30:00	1.06682	1.06711	1.06680	1.06708	235	0	0
2023.03.01	23:45:00	1.06707	1.06713	1.06681	1.06687	263	0	0
2023.03.02	00:00:00	1.06678	1.06681	1.06656	1.06663	62	0	13
2023.03.02	00:15:00	1.06663	1.06682	1.06656	1.06670	168	0	10
2023.03.02	00:30:00	1.06670	1.06693	1.06649	1.06672	291	0	11
2023.03.02	00:45:00	1.06672	1.06684	1.06670	1.06677	133	0	18
2023.03.02	01:00:00	1.06691	1.06728	1.06674	1.06676	225	0	0
2023.03.02	01:15:00	1.06679	1.06699	1.06661	1.06687	275	0	0
2023.03.02	01:30:00	1.06684	1.06697	1.06678	1.06696	204	0	0
2023.03.02	01:45:00	1.06697	1.06704	1.06678	1.06687	294	0	0
2023.03.02	02:00:00	1.06687	1.06690	1.06639	1.06676	410	0	0
2023.03.02	02:15:00	1.06677	1.06729	1.06673	1.06691	377	0	0
2023.03.02	02:30:00	1.06691	1.06695	1.06659	1.06670	352	0	0
2023.03.02	02:45:00	1.06666	1.06667	1.06588	1.06604	577	0	0
2023.03.02	03:00:00	1.06604	1.06620	1.06564	1.06594	604	0	0
2023.03.02	03:15:00	1.06592	1.06606	1.06567	1.06586	523	0	0
2023.03.02	03:30:00	1.06586	1.06594	1.06468	1.06478	800	0	0
2023.03.02	03:45:00	1.06478	1.06526	1.06469	1.06514	700	0	0
2023.03.02	04:00:00	1.06515	1.06549	1.06500	1.06518	521	0	0
2023.03.02	04:15:00	1.06518	1.06569	1.06513	1.06568	385	0	0
2023.03.02	04:30:00	1.06568	1.06568	1.06497	1.06505	574	0	0
2023.03.02	04:45:00	1.06505	1.06562	1.06488	1.06557	516	0	0
2023.03.02	05:00:00	1.06558	1.06560	1.06467	1.06502	538	0	0
2023.03.02	05:15:00	1.06501	1.06518	1.06482	1.06497	403	0	0
2023.03.02	05:30:00	1.06497	1.06503	1.06446	1.06473	356	0	0
2023.03.02	05:45:00	1.06473	1.06475	1.06451	1.06458	293	0	0
2023.03.02	06:00:00	1.06457	1.06489	1.06454	1.06487	228	0	0
2023.03.02	06:15:00	1.06487	1.06498	1.06477	1.06484	266	0	0
2023.03.02	06:30:00	1.06483	1.06497	1.06468	1.06482	322	0	0
2023.03.02	06:45:00	1.06482	1.06508	1.06478	1.06482	285	0	0
2023.03.02	07:00:00	1.06482	1.06487	1.06454	1.06455	315	0	0
2023.03.02	07:15:00	1.06454	1.06467	1.06431	1.06435	381	0	0
2023.03.02	07:30:00	1.06434	1.06453	1.06401	1.06415	378	0	0
2023.03.02	07:45:00	1.06415	1.06415	1.06373	1.06410	476	0	0
2023.03.02	08:00:00	1.06413	1.06419	1.06355	1.06356	482	0	0
2023.03.02	08:15:00	1.06355	1.06408	1.06355	1.06391	453	0	0
2023.03.02	08:30:00	1.06390	1.06437	1.06386	1.06425	442	0	0
2023.03.02	08:45:00	1.06425	1.06435	1.06371	1.06395	630	0	0
2023.03.02	09:00:00	1.06395	1.06447	1.06379	1.06386	792	0	0
2023.03.02	09:15:00	1.06385	1.06398	1.06326	1.06369	916	0	0
2023.03.02	09:30:00	1.06369	1.06403	1.06323	1.06338	782	0	0
2023.03.02	09:45:00	1.06342	1.06413	1.06326	1.06364	724	0	0
2023.03.02	10:00:00	1.06366	1.06374	1.06261	1.06282	1086	0	0
2023.03.02	10:15:00	1.06283	1.06349	1.06278	1.06290	937	0	0
2023.03.02	10:30:00	1.06290	1.06356	1.06266	1.06354	1186	0	0
2023.03.02	10:45:00	1.06356	1.06390	1.06327	1.06386	979	0	0
2023.03.02	11:00:00	1.06384	1.06419	1.06354	1.06406	1026	0	0
2023.03.02	11:15:00	1.06411	1.06430	1.06277	1.06306	906	0	0
2023.03.02	11:30:00	1.06308	1.06345	1.06260	1.06278	861	0	0
2023.03.02	11:45:00	1.06279	1.06303	1.06191	1.06245	817	0	0
2023.03.02	12:00:00	1.06245	1.06318	1.06192	1.06252	1243	0	0
2023.03.02	12:15:00	1.06252	1.06286	1.06195	1.06266	946	0	0
2023.03.02	12:30:00	1.06266	1.06287	1.06200	1.06211	805	0	0
2023.03.02	12:45:00	1.06211	1.06219	1.06132	1.06141	832	0	0
2023.03.02	13:00:00	1.06140	1.06268	1.06137	1.06221	921	0	0
2023.03.02	13:15:00	1.06225	1.06264	1.06190	1.06212	824	0	0
2023.03.02	13:30:00	1.06210	1.06306	1.06208	1.06291	708	0	0
2023.03.02	13:45:00	1.06290	1.06302	1.06240	1.06250	650	0	0
2023.03.02	14:00:00	1.06252	1.06277	1.06209	1.06277	818	0	0
2023.03.02	14:15:00	1.06278	1.06311	1.06242	1.06243	699	0	0
2023.03.02	14:30:00	1.06243	1.06257	1.06144	1.06150	946	0	0
2023.03.02	14:45:00	1.06149	1.06151	1.06046	1.06061	1028	0	0
2023.03.02	15:00:00	1.06061	1.06098	1.06026	1.06051	1073	0	0
2023.03.02	15:15:00	1.06044	1.06080	1.06015	1.06071	912	0	0
2023.03.02	15:30:00	1.06071	1.06071	1.05886	1.05962	1668	0	0
2023.03.02	15:45:00	1.05966	1.05978	1.05819	1.05860	1357	0	0
2023.03.02	16:00:00	1.05861	1.05996	1.05856	1.05973	1296	0	0
2023.03.02	16:15:00	1.05970	1.06043	1.05945	1.05979	1122	0	0
2023.03.02	16:30:00	1.05975	1.06033	1.05934	1.05940	1667	0	0
2023.03.02	16:45:00	1.05940	1.06074	1.05912	1.05993	1532	0	0
2023.03.02	17:00:00	1.05995	1.06080	1.05991	1.06059	1499	0	0
2023.03.02	17:15:00	1.06058	1.06091	1.05936	1.06022	1314	0	0
2023.03.02	17:30:00	1.06023	1.06076	1.06001	1.06022	1171	0	0
2023.03.02	17:45:00	1.06025	1.06146	1.06002	1.06086	1321	0	0
2023.03.02	18:00:00	1.06087	1.06129	1.06006	1.06010	1169	0	0
2023.03.02	18:15:00	1.06011	1.06072	1.05970	1.05970	962	0	0
2023.03.02	18:30:00	1.05970	1.06011	1.05956	1.05977	818	0	0
2023.03.02	18:45:00	1.05979	1.05988	1.05924	1.05940	732	0	0
2023.03.02	19:00:00	1.05943	1.05951	1.05883	1.05905	677	0	0
2023.03.02	19:15:00	1.05904	1.05910	1.05850	1.05888	750	0	0
2023.03.02	19:30:00	1.05891	1.05915	1.05835	1.05846	746	0	0
2023.03.02	19:45:00	1.05846	1.05849	1.05766	1.05798	661	0	0
2023.03.02	20:00:00	1.05799	1.05821	1.05765	1.05777	546	0	0
2023.03.02	20:15:00	1.05778	1.05821	1.05769	1.05780	515	0	0
2023.03.02	20:30:00	1.05780	1.05916	1.05770	1.05855	973	0	0
2023.03.02	20:45:00	1.05858	1.05941	1.05845	1.05930	840	0	0
2023.03.02	21:00:00	1.05936	1.05992	1.05919	1.05940	986	0	0
2023.03.02	21:15:00	1.05941	1.05983	1.05905	1.05976	797	0	0
2023.03.02	21:30:00	1.05981	1.05995	1.05919	1.05930	691	0	0
2023.03.02	21:45:00	1.05928	1.05938	1.05889	1.05903	635	0	0
2023.03.02	22:00:00	1.05903	1.05965	1.05861	1.05951	748	0	0
2023.03.02	22:15:00	1.05952	1.05998	1.05949	1.05988	647	0	0
2023.03.02	22:30:00	1.05988	1.06065	1.05980	1.06019	701	0	0
2023.03.02	22:45:00	1.06016	1.06029	1.05963	1.06004	607	0	0
2023.03.02	23:00:00	1.05999	1.06004	1.05981	1.05995	322	0	0
2023.03.02	23:15:00	1.05995	1.05995	1.05968	1.05975	210	0	0
2023.03.02	23:30:00	1.05976	1.05985	1.05960	1.05974	151	0	0
2023.03.02	23:45:00	1.05974	1.05981	1.05968	1.05971	181	0	0
2023.03.03	00:00:00	1.05967	1.05977	1.05951	1.05958	29	0	13
2023.03.03	00:15:00	1.05958	1.05961	1.05953	1.05960	45	0	17
2023.03.03	00:30:00	1.05960	1.05968	1.05953	1.05968	99	0	16
2023.03.03	00:45:00	1.05968	1.05982	1.05952	1.05974	143	0	8
2023.03.03	01:00:00	1.05986	1.06010	1.05972	1.05996	254	0	0
2023.03.03	01:15:00	1.05996	1.06006	1.05992	1.06001	170	0	0
2023.03.03	01:30:00	1.06001	1.06007	1.05979	1.05996	204	0	0
2023.03.03	01:45:00	1.05995	1.06007	1.05981	1.05986	334	0	0
2023.03.03	02:00:00	1.05984	1.05997	1.05968	1.05981	214	0	0
2023.03.03	02:15:00	1.05985	1.06037	1.05985	1.05992	280	0	0
2023.03.03	02:30:00	1.05991	1.06020	1.05991	1.06017	288	0	0
2023.03.03	02:45:00	1.06017	1.06118	1.06016	1.06108	512	0	0
2023.03.03	03:00:00	1.06108	1.06128	1.06091	1.06103	564	0	0
2023.03.03	03:15:00	1.06103	1.06144	1.06093	1.06103	528	0	0
2023.03.03	03:30:00	1.06105	1.06111	1.06057	1.06097	650	0	0
2023.03.03	03:45:00	1.06097	1.06116	1.06053	1.06085	633	0	0
2023.03.03	04:00:00	1.06086	1.06108	1.06076	1.06096	562	0	0
2023.03.03	04:15:00	1.06096	1.06149	1.06077	1.06091	636	0	0
2023.03.03	04:30:00	1.06091	1.06100	1.06049	1.06051	584	0	0
2023.03.03	04:45:00	1.06052	1.06057	1.06019	1.06027	459	0	0
2023.03.03	05:00:00	1.06026	1.06058	1.06022	1.06052	455	0	0
2023.03.03	05:15:00	1.06052	1.06076	1.06050	1.06067	354	0	0
2023.03.03	05:30:00	1.06067	1.06068	1.06022	1.06052	346	0	0
2023.03.03	05:45:00	1.06053	1.06069	1.06043	1.06063	437	0	0
2023.03.03	06:00:00	1.06063	1.06083	1.06062	1.06079	227	0	0
2023.03.03	06:15:00	1.06078	1.06083	1.06063	1.06073	265	0	0
2023.03.03	06:30:00	1.06073	1.06082	1.06053	1.06069	312	0	0
2023.03.03	06:45:00	1.06067	1.06099	1.06058	1.06087	252	0	0
2023.03.03	07:00:00	1.06086	1.06106	1.06082	1.06097	295	0	0
2023.03.03	07:15:00	1.06096	1.06108	1.06083	1.06108	238	0	0
2023.03.03	07:30:00	1.06107	1.06133	1.06092	1.06123	443	0	0
2023.03.03	07:45:00	1.06123	1.06133	1.06087	1.06092	382	0	0
2023.03.03	08:00:00	1.06090	1.06152	1.06090	1.06138	603	0	0
2023.03.03	08:15:00	1.06139	1.06172	1.06135	1.06163	498	0	0
2023.03.03	08:30:00	1.06162	1.06179	1.06151	1.06171	467	0	0
2023.03.03	08:45:00	1.06172	1.06229	1.06162	1.06213	482	0	0
2023.03.03	09:00:00	1.06216	1.06216	1.06152	1.06169	688	0	0
2023.03.03	09:15:00	1.06170	1.06188	1.06125	1.06159	774	0	0
2023.03.03	09:30:00	1.06161	1.06229	1.06155	1.06183	747	0	0
2023.03.03	09:45:00	1.06184	1.06184	1.06094	1.06099	782	0	0
2023.03.03	10:00:00	1.06102	1.06197	1.06102	1.06144	1100	0	0
2023.03.03	10:15:00	1.06142	1.06231	1.06132	1.06186	911	0	0
2023.03.03	10:30:00	1.06186	1.06292	1.06172	1.06259	881	0	0
2023.03.03	10:45:00	1.06258	1.06258	1.06205	1.06214	826	0	0
2023.03.03	11:00:00	1.06210	1.06211	1.06116	1.06139	981	0	0
2023.03.03	11:15:00	1.06139	1.06212	1.06139	1.06169	853	0	0
2023.03.03	11:30:00	1.06167	1.06206	1.06119	1.06130	861	0	0
2023.03.03	11:45:00	1.06130	1.06158	1.06074	1.06100	830	0	0
2023.03.03	12:00:00	1.06100	1.06104	1.06005	1.06091	886	0	0
2023.03.03	12:15:00	1.06090	1.06154	1.06072	1.06129	799	0	0
2023.03.03	12:30:00	1.06128	1.06228	1.06128	1.06220	659	0	0
2023.03.03	12:45:00	1.06221	1.06233	1.06152	1.06166	616	0	0
2023.03.03	13:00:00	1.06166	1.06181	1.06108	1.06109	641	0	0
2023.03.03	13:15:00	1.06110	1.06157	1.06099	1.06105	630	0	0
2023.03.03	13:30:00	1.06104	1.06164	1.06102	1.06146	633	0	0
2023.03.03	13:45:00	1.06147	1.06177	1.06135	1.06147	571	0	0
2023.03.03	14:00:00	1.06146	1.06186	1.06094	1.06100	711	0	0
2023.03.03	14:15:00	1.06101	1.06142	1.06054	1.06071	595	0	0
2023.03.03	14:30:00	1.06074	1.06100	1.06041	1.06048	661	0	0
2023.03.03	14:45:00	1.06048	1.06140	1.06032	1.06126	731	0	0
2023.03.03	15:00:00	1.06127	1.06162	1.06107	1.06144	717	0	0
2023.03.03	15:15:00	1.06140	1.06200	1.06122	1.06166	897	0	0
2023.03.03	15:30:00	1.06164	1.06261	1.06154	1.06245	943	0	0
2023.03.03	15:45:00	1.06246	1.06296	1.06219	1.06225	1146	0	0
2023.03.03	16:00:00	1.06225	1.06296	1.06215	1.06246	979	0	0
2023.03.03	16:15:00	1.06243	1.06256	1.06116	1.06155	953	0	0
2023.03.03	16:30:00	1.06163	1.06196	1.06126	1.06148	1177	0	0
2023.03.03	16:45:00	1.06147	1.06226	1.06120	1.06140	1238	0	0
2023.03.03	17:00:00	1.06124	1.06155	1.05883	1.06060	1920	0	0
2023.03.03	17:15:00	1.06061	1.06178	1.06033	1.06142	1444	0	0
2023.03.03	17:30:00	1.06141	1.06157	1.05994	1.06050	1327	0	0
2023.03.03	17:45:00	1.06052	1.06082	1.05934	1.05977	1367	0	0
2023.03.03	18:00:00	1.05977	1.06011	1.05926	1.05986	1027	0	0
2023.03.03	18:15:00	1.05986	1.06034	1.05960	1.06030	918	0	0
2023.03.03	18:30:00	1.06031	1.06112	1.06013	1.06102	870	0	0
2023.03.03	18:45:00	1.06102	1.06172	1.06096	1.06163	863	0	0
2023.03.03	19:00:00	1.06158	1.06215	1.06119	1.06174	798	0	0
2023.03.03	19:15:00	1.06175	1.06216	1.06126	1.06197	778	0	0
2023.03.03	19:30:00	1.06197	1.06232	1.06177	1.06214	721	0	0
2023.03.03	19:45:00	1.06215	1.06251	1.06195	1.06247	643	0	0
2023.03.03	20:00:00	1.06249	1.06273	1.06230	1.06254	556	0	0
2023.03.03	20:15:00	1.06254	1.06254	1.06213	1.06233	563	0	0
2023.03.03	20:30:00	1.06233	1.06239	1.06200	1.06227	477	0	0
2023.03.03	20:45:00	1.06227	1.06248	1.06208	1.06245	387	0	0
2023.03.03	21:00:00	1.06243	1.06314	1.06234	1.06309	593	0	0
2023.03.03	21:15:00	1.06310	1.06310	1.06258	1.06270	535	0	0
2023.03.03	21:30:00	1.06270	1.06310	1.06267	1.06284	516	0	0
2023.03.03	21:45:00	1.06284	1.06356	1.06278	1.06348	536	0	0
2023.03.03	22:00:00	1.06346	1.06387	1.06327	1.06376	546	0	0
2023.03.03	22:15:00	1.06376	1.06380	1.06340	1.06361	459	0	0
2023.03.03	22:30:00	1.06361	1.06361	1.06330	1.06333	509	0	0
2023.03.03	22:45:00	1.06332	1.06352	1.06305	1.06352	574	0	0
2023.03.03	23:00:00	1.06348	1.06351	1.06326	1.06341	265	0	0
2023.03.03	23:15:00	1.06341	1.06346	1.06321	1.06321	166	0	0
2023.03.03	23:30:00	1.06321	1.06322	1.06303	1.06317	121	0	0
2023.03.03	23:45:00	1.06318	1.06342	1.06310	1.06330	135	0	0
2023.03.06	00:00:00	1.06262	1.06266	1.06223	1.06231	38	0	14
2023.03.06	00:15:00	1.06230	1.06239	1.06222	1.06237	54	0	26
2023.03.06	00:30:00	1.06235	1.06269	1.06235	1.06251	223	0	15
2023.03.06	00:45:00	1.06251	1.06264	1.06242	1.06261	84	0	13
2023.03.06	01:00:00	1.06266	1.06292	1.06234	1.06255	385	0	0
2023.03.06	01:15:00	1.06255	1.06264	1.06237	1.06240	402	0	0
2023.03.06	01:30:00	1.06239	1.06280	1.06235	1.06270	250	0	0
2023.03.06	01:45:00	1.06270	1.06281	1.06256	1.06257	206	0	0
2023.03.06	02:00:00	1.06258	1.06356	1.06256	1.06333	398	0	0
2023.03.06	02:15:00	1.06333	1.06367	1.06311	1.06366	326	0	0
2023.03.06	02:30:00	1.06362	1.06364	1.06334	1.06343	273	0	0
2023.03.06	02:45:00	1.06344	1.06359	1.06258	1.06268	490	0	0
2023.03.06	03:00:00	1.06278	1.06296	1.06257	1.06268	468	0	0
2023.03.06	03:15:00	1.06271	1.06288	1.06240	1.06278	506	0	0
2023.03.06	03:30:00	1.06282	1.06341	1.06282	1.06340	566	0	0
2023.03.06	03:45:00	1.06340	1.06380	1.06317	1.06364	502	0	0
2023.03.06	04:00:00	1.06364	1.06372	1.06293	1.06301	505	0	0
2023.03.06	04:15:00	1.06301	1.06336	1.06281	1.06335	476	0	0
2023.03.06	04:30:00	1.06335	1.06452	1.06332	1.06444	547	0	0
2023.03.06	04:45:00	1.06443	1.06502	1.06434	1.06453	647	0	0
2023.03.06	05:00:00	1.06457	1.06492	1.06440	1.06441	567	0	0
2023.03.06	05:15:00	1.06442	1.06472	1.06440	1.06454	386	0	0
2023.03.06	05:30:00	1.06455	1.06478	1.06437	1.06459	382	0	0
2023.03.06	05:45:00	1.06461	1.06473	1.06442	1.06458	343	0	0
2023.03.06	06:00:00	1.06458	1.06469	1.06452	1.06459	311	0	0
2023.03.06	06:15:00	1.06459	1.06463	1.06423	1.06449	330	0	0
2023.03.06	06:30:00	1.06448	1.06449	1.06413	1.06448	312	0	0
2023.03.06	06:45:00	1.06447	1.06449	1.06423	1.06427	261	0	0
2023.03.06	07:00:00	1.06427	1.06453	1.06411	1.06441	313	0	0
2023.03.06	07:15:00	1.06441	1.06484	1.06441	1.06458	276	0	0
2023.03.06	07:30:00	1.06458	1.06459	1.06414	1.06439	379	0	0
2023.03.06	07:45:00	1.06439	1.06490	1.06433	1.06484	403	0	0
2023.03.06	08:00:00	1.06486	1.06523	1.06448	1.06473	462	0	0
2023.03.06	08:15:00	1.06473	1.06473	1.06377	1.06387	392	0	0
2023.03.06	08:30:00	1.06386	1.06414	1.06372	1.06412	487	0	0
2023.03.06	08:45:00	1.06411	1.06440	1.06411	1.06434	468	0	0
2023.03.06	09:00:00	1.06440	1.06489	1.06427	1.06489	725	0	0
2023.03.06	09:15:00	1.06489	1.06527	1.06471	1.06488	657	0	0
2023.03.06	09:30:00	1.06491	1.06568	1.06484	1.06523	833	0	0
2023.03.06	09:45:00	1.06524	1.06543	1.06478	1.06484	780	0	0
2023.03.06	10:00:00	1.06478	1.06513	1.06461	1.06509	991	0	0
2023.03.06	10:15:00	1.06509	1.06573	1.06491	1.06497	941	0	0
2023.03.06	10:30:00	1.06500	1.06546	1.06422	1.06473	991	0	0
2023.03.06	10:45:00	1.06472	1.06511	1.06418	1.06418	875	0	0
2023.03.06	11:00:00	1.06416	1.06468	1.06402	1.06433	899	0	0
2023.03.06	11:15:00	1.06432	1.06446	1.06377	1.06387	698	0	0
2023.03.06	11:30:00	1.06387	1.06398	1.06343	1.06379	766	0	0
2023.03.06	11:45:00	1.06378	1.06384	1.06281	1.06292	679	0	0
2023.03.06	12:00:00	1.06293	1.06325	1.06253	1.06303	709	0	0
2023.03.06	12:15:00	1.06303	1.06368	1.06293	1.06366	476	0	0
2023.03.06	12:30:00	1.06367	1.06379	1.06282	1.06290	635	0	0
2023.03.06	12:45:00	1.06290	1.06330	1.06264	1.06283	676	0	0
2023.03.06	13:00:00	1.06282	1.06326	1.06236	1.06304	731	0	0
2023.03.06	13:15:00	1.06303	1.06305	1.06222	1.06243	744	0	0
2023.03.06	13:30:00	1.06243	1.06349	1.06243	1.06330	700	0	0
2023.03.06	13:45:00	1.06333	1.06478	1.06304	1.06398	1114	0	0
2023.03.06	14:00:00	1.06395	1.06402	1.06336	1.06371	746	0	0
2023.03.06	14:15:00	1.06369	1.06428	1.06369	1.06398	541	0	0
2023.03.06	14:30:00	1.06398	1.06430	1.06348	1.06358	548	0	0
2023.03.06	14:45:00	1.06358	1.06425	1.06323	1.06418	781	0	0
2023.03.06	15:00:00	1.06416	1.06484	1.06402	1.06463	906	0	0
2023.03.06	15:15:00	1.06462	1.06549	1.06462	1.06502	934	0	0
2023.03.06	15:30:00	1.06501	1.06583	1.06476	1.06545	735	0	0
2023.03.06	15:45:00	1.06543	1.06550	1.06496	1.06547	802	0	0
2023.03.06	16:00:00	1.06547	1.06596	1.06503	1.06574	883	0	0
2023.03.06	16:15:00	1.06576	1.06673	1.06554	1.06596	946	0	0
2023.03.06	16:30:00	1.06599	1.06722	1.06555	1.06662	1352	0	0
2023.03.06	16:45:00	1.06664	1.06737	1.06625	1.06689	1200	0	0
2023.03.06	17:00:00	1.06689	1.06811	1.06615	1.06801	1330	0	0
2023.03.06	17:15:00	1.06802	1.06850	1.06742	1.06748	1130	0	0
2023.03.06	17:30:00	1.06747	1.06831	1.06719	1.06813	1085	0	0
2023.03.06	17:45:00	1.06810	1.06896	1.06775	1.06788	1240	0	0
2023.03.06	18:00:00	1.06788	1.06890	1.06764	1.06871	987	0	0
2023.03.06	18:15:00	1.06871	1.06882	1.06756	1.06766	844	0	0
2023.03.06	18:30:00	1.06767	1.06850	1.06759	1.06848	741	0	0
2023.03.06	18:45:00	1.06848	1.06942	1.06846	1.06936	766	0	0
