<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.04.04	12:00:00	1.10222	1.10287	1.10203	1.10286	1016	0	0
2022.04.04	12:15:00	1.10285	1.10323	1.10199	1.10216	875	0	0
2022.04.04	12:30:00	1.10219	1.10231	1.10136	1.10138	794	0	0
2022.04.04	12:45:00	1.10133	1.10178	1.10090	1.10096	728	0	0
2022.04.04	13:00:00	1.10099	1.10139	1.10073	1.10086	744	0	0
2022.04.04	13:15:00	1.10086	1.10116	1.10065	1.10103	732	0	0
2022.04.04	13:30:00	1.10103	1.10105	1.10010	1.10019	647	0	0
2022.04.04	13:45:00	1.10019	1.10069	1.10008	1.10014	464	0	0
2022.04.04	14:00:00	1.10012	1.10076	1.10009	1.10053	690	0	0
2022.04.04	14:15:00	1.10055	1.10084	1.10033	1.10045	581	0	0
2022.04.04	14:30:00	1.10045	1.10045	1.10001	1.10012	426	0	0
2022.04.04	14:45:00	1.10012	1.10070	1.09962	1.09967	628	0	0
2022.04.04	15:00:00	1.09974	1.10084	1.09959	1.10047	742	0	0
2022.04.04	15:15:00	1.10047	1.10090	1.10034	1.10069	635	0	0
2022.04.04	15:30:00	1.10069	1.10083	1.10045	1.10076	524	0	0
2022.04.04	15:45:00	1.10076	1.10076	1.09965	1.09992	607	0	0
2022.04.04	16:00:00	1.09993	1.10028	1.09912	1.09916	449	0	0
2022.04.04	16:15:00	1.09916	1.09957	1.09817	1.09872	654	0	0
2022.04.04	16:30:00	1.09872	1.09924	1.09842	1.09902	894	0	0
2022.04.04	16:45:00	1.09901	1.09935	1.09856	1.09925	767	0	0
2022.04.04	17:00:00	1.09925	1.09925	1.09829	1.09846	971	0	0
2022.04.04	17:15:00	1.09845	1.09924	1.09816	1.09825	754	0	0
2022.04.04	17:30:00	1.09826	1.09848	1.09793	1.09834	825	0	0
2022.04.04	17:45:00	1.09833	1.09984	1.09814	1.09947	1000	0	0
2022.04.04	18:00:00	1.09946	1.09989	1.09918	1.09961	669	0	0
2022.04.04	18:15:00	1.09961	1.09974	1.09906	1.09954	487	0	0
2022.04.04	18:30:00	1.09953	1.10012	1.09940	1.09949	510	0	0
2022.04.04	18:45:00	1.09949	1.09953	1.09913	1.09930	491	0	0
2022.04.04	19:00:00	1.09930	1.09930	1.09843	1.09867	500	0	0
2022.04.04	19:15:00	1.09868	1.09868	1.09807	1.09810	480	0	0
2022.04.04	19:30:00	1.09809	1.09809	1.09757	1.09772	436	0	0
2022.04.04	19:45:00	1.09772	1.09784	1.09743	1.09748	447	0	0
2022.04.04	20:00:00	1.09748	1.09771	1.09718	1.09732	493	0	0
2022.04.04	20:15:00	1.09736	1.09742	1.09670	1.09729	462	0	0
2022.04.04	20:30:00	1.09729	1.09729	1.09654	1.09715	448	0	0
2022.04.04	20:45:00	1.09715	1.09715	1.09628	1.09638	511	0	0
2022.04.04	21:00:00	1.09637	1.09684	1.09606	1.09680	429	0	0
2022.04.04	21:15:00	1.09680	1.09680	1.09606	1.09658	361	0	0
2022.04.04	21:30:00	1.09661	1.09689	1.09648	1.09686	285	0	0
2022.04.04	21:45:00	1.09684	1.09727	1.09666	1.09712	489	0	0
2022.04.04	22:00:00	1.09712	1.09743	1.09704	1.09737	379	0	0
2022.04.04	22:15:00	1.09737	1.09755	1.09697	1.09699	397	0	0
2022.04.04	22:30:00	1.09699	1.09738	1.09693	1.09724	293	0	0
2022.04.04	22:45:00	1.09723	1.09738	1.09696	1.09697	332	0	0
2022.04.04	23:00:00	1.09698	1.09713	1.09693	1.09712	163	0	0
2022.04.04	23:15:00	1.09712	1.09722	1.09705	1.09722	124	0	0
2022.04.04	23:30:00	1.09722	1.09744	1.09711	1.09734	105	0	0
2022.04.04	23:45:00	1.09734	1.09738	1.09692	1.09698	181	0	0
2022.04.05	00:00:00	1.09714	1.09753	1.09701	1.09731	62	0	0
2022.04.05	00:15:00	1.09731	1.09737	1.09731	1.09734	61	0	13
2022.04.05	00:30:00	1.09734	1.09737	1.09727	1.09727	47	0	9
2022.04.05	00:45:00	1.09727	1.09732	1.09724	1.09726	133	0	4
2022.04.05	01:00:00	1.09735	1.09737	1.09718	1.09732	95	0	0
2022.04.05	01:15:00	1.09732	1.09746	1.09730	1.09744	78	0	0
2022.04.05	01:30:00	1.09743	1.09749	1.09731	1.09740	89	0	0
2022.04.05	01:45:00	1.09742	1.09742	1.09719	1.09724	90	0	0
2022.04.05	02:00:00	1.09729	1.09736	1.09719	1.09723	99	0	0
2022.04.05	02:15:00	1.09723	1.09732	1.09712	1.09724	113	0	0
2022.04.05	02:30:00	1.09724	1.09759	1.09724	1.09747	108	0	0
2022.04.05	02:45:00	1.09747	1.09758	1.09728	1.09751	175	0	0
2022.04.05	03:00:00	1.09750	1.09785	1.09733	1.09762	330	0	0
2022.04.05	03:15:00	1.09761	1.09761	1.09704	1.09734	247	0	0
2022.04.05	03:30:00	1.09732	1.09779	1.09732	1.09774	219	0	0
2022.04.05	03:45:00	1.09774	1.09798	1.09729	1.09761	673	0	0
2022.04.05	04:00:00	1.09761	1.09769	1.09718	1.09719	263	0	0
2022.04.05	04:15:00	1.09719	1.09730	1.09711	1.09717	150	0	0
2022.04.05	04:30:00	1.09717	1.09721	1.09678	1.09679	259	0	0
2022.04.05	04:45:00	1.09679	1.09694	1.09676	1.09683	238	0	0
2022.04.05	05:00:00	1.09684	1.09724	1.09683	1.09718	221	0	0
2022.04.05	05:15:00	1.09718	1.09731	1.09711	1.09711	157	0	0
2022.04.05	05:30:00	1.09711	1.09716	1.09690	1.09694	185	0	0
2022.04.05	05:45:00	1.09694	1.09697	1.09654	1.09692	164	0	0
2022.04.05	06:00:00	1.09692	1.09706	1.09682	1.09695	137	0	0
2022.04.05	06:15:00	1.09695	1.09713	1.09691	1.09691	157	0	0
2022.04.05	06:30:00	1.09691	1.09703	1.09683	1.09694	172	0	0
2022.04.05	06:45:00	1.09694	1.09725	1.09683	1.09724	145	0	0
2022.04.05	07:00:00	1.09724	1.09725	1.09693	1.09699	210	0	0
2022.04.05	07:15:00	1.09699	1.09699	1.09632	1.09633	348	0	0
2022.04.05	07:30:00	1.09633	1.09715	1.09632	1.09653	636	0	0
2022.04.05	07:45:00	1.09653	1.09679	1.09624	1.09642	420	0	0
2022.04.05	08:00:00	1.09642	1.09660	1.09627	1.09654	339	0	0
2022.04.05	08:15:00	1.09654	1.09679	1.09644	1.09675	204	0	0
2022.04.05	08:30:00	1.09676	1.09720	1.09667	1.09703	310	0	0
2022.04.05	08:45:00	1.09703	1.09722	1.09689	1.09689	269	0	0
2022.04.05	09:00:00	1.09685	1.09719	1.09651	1.09651	568	0	0
2022.04.05	09:15:00	1.09648	1.09714	1.09641	1.09658	514	0	0
2022.04.05	09:30:00	1.09658	1.09775	1.09646	1.09763	582	0	0
2022.04.05	09:45:00	1.09763	1.09806	1.09732	1.09756	718	0	0
2022.04.05	10:00:00	1.09757	1.09837	1.09719	1.09743	997	0	0
2022.04.05	10:15:00	1.09743	1.09886	1.09714	1.09845	973	0	0
2022.04.05	10:30:00	1.09840	1.09880	1.09821	1.09836	765	0	0
2022.04.05	10:45:00	1.09839	1.09872	1.09795	1.09817	693	0	0
2022.04.05	11:00:00	1.09820	1.09849	1.09778	1.09841	616	0	0
2022.04.05	11:15:00	1.09841	1.09845	1.09754	1.09773	552	0	0
2022.04.05	11:30:00	1.09771	1.09772	1.09647	1.09674	673	0	0
2022.04.05	11:45:00	1.09672	1.09689	1.09627	1.09678	579	0	0
2022.04.05	12:00:00	1.09675	1.09779	1.09670	1.09773	564	0	0
2022.04.05	12:15:00	1.09772	1.09847	1.09771	1.09817	500	0	0
2022.04.05	12:30:00	1.09816	1.09851	1.09785	1.09806	499	0	0
2022.04.05	12:45:00	1.09806	1.09831	1.09751	1.09785	563	0	0
2022.04.05	13:00:00	1.09784	1.09784	1.09674	1.09693	782	0	0
2022.04.05	13:15:00	1.09693	1.09701	1.09649	1.09665	627	0	0
2022.04.05	13:30:00	1.09666	1.09668	1.09568	1.09583	636	0	0
2022.04.05	13:45:00	1.09583	1.09716	1.09583	1.09698	486	0	0
2022.04.05	14:00:00	1.09696	1.09761	1.09686	1.09755	478	0	0
2022.04.05	14:15:00	1.09750	1.09775	1.09729	1.09735	451	0	0
2022.04.05	14:30:00	1.09735	1.09763	1.09695	1.09698	444	0	0
2022.04.05	14:45:00	1.09698	1.09704	1.09628	1.09672	630	0	0
2022.04.05	15:00:00	1.09673	1.09718	1.09654	1.09693	545	0	0
2022.04.05	15:15:00	1.09690	1.09690	1.09590	1.09613	475	0	0
2022.04.05	15:30:00	1.09613	1.09647	1.09563	1.09647	567	0	0
2022.04.05	15:45:00	1.09648	1.09655	1.09593	1.09641	590	0	0
2022.04.05	16:00:00	1.09643	1.09672	1.09612	1.09618	531	0	0
2022.04.05	16:15:00	1.09618	1.09638	1.09588	1.09600	475	0	0
2022.04.05	16:30:00	1.09600	1.09744	1.09599	1.09705	829	0	0
2022.04.05	16:45:00	1.09706	1.09756	1.09681	1.09693	599	0	0
2022.04.05	17:00:00	1.09693	1.09725	1.09511	1.09517	1303	0	0
2022.04.05	17:15:00	1.09518	1.09550	1.09358	1.09408	1427	0	0
2022.04.05	17:30:00	1.09406	1.09456	1.09314	1.09376	1218	0	0
2022.04.05	17:45:00	1.09376	1.09433	1.09341	1.09382	1308	0	0
2022.04.05	18:00:00	1.09382	1.09415	1.09269	1.09276	984	0	0
2022.04.05	18:15:00	1.09276	1.09321	1.09257	1.09267	822	0	0
2022.04.05	18:30:00	1.09267	1.09289	1.09213	1.09245	689	0	0
2022.04.05	18:45:00	1.09245	1.09245	1.09192	1.09207	674	0	0
2022.04.05	19:00:00	1.09206	1.09232	1.09136	1.09166	806	0	0
2022.04.05	19:15:00	1.09168	1.09207	1.09155	1.09195	469	0	0
2022.04.05	19:30:00	1.09195	1.09210	1.09146	1.09156	406	0	0
2022.04.05	19:45:00	1.09156	1.09162	1.09123	1.09142	519	0	0
2022.04.05	20:00:00	1.09142	1.09184	1.09124	1.09168	455	0	0
2022.04.05	20:15:00	1.09167	1.09211	1.09162	1.09182	371	0	0
2022.04.05	20:30:00	1.09182	1.09185	1.09118	1.09133	375	0	0
2022.04.05	20:45:00	1.09130	1.09142	1.09111	1.09131	357	0	0
2022.04.05	21:00:00	1.09131	1.09152	1.09119	1.09127	334	0	0
2022.04.05	21:15:00	1.09128	1.09136	1.09086	1.09096	341	0	0
2022.04.05	21:30:00	1.09096	1.09103	1.09035	1.09039	411	0	0
2022.04.05	21:45:00	1.09039	1.09090	1.09030	1.09044	557	0	0
2022.04.05	22:00:00	1.09043	1.09055	1.09004	1.09007	468	0	0
2022.04.05	22:15:00	1.09005	1.09032	1.09001	1.09029	351	0	0
2022.04.05	22:30:00	1.09028	1.09029	1.09006	1.09017	298	0	0
2022.04.05	22:45:00	1.09017	1.09042	1.09007	1.09038	336	0	0
2022.04.05	23:00:00	1.09038	1.09061	1.09029	1.09038	233	0	0
2022.04.05	23:15:00	1.09039	1.09058	1.09038	1.09053	128	0	0
2022.04.05	23:30:00	1.09050	1.09063	1.09046	1.09052	113	0	0
2022.04.05	23:45:00	1.09052	1.09062	1.09040	1.09040	185	0	0
2022.04.06	00:00:00	1.09042	1.09057	1.09029	1.09056	75	0	17
2022.04.06	00:15:00	1.09055	1.09058	1.09029	1.09051	116	0	6
2022.04.06	00:30:00	1.09050	1.09060	1.09040	1.09057	136	0	1
2022.04.06	00:45:00	1.09058	1.09058	1.09041	1.09054	97	0	7
2022.04.06	01:00:00	1.09061	1.09067	1.09054	1.09059	174	0	0
2022.04.06	01:15:00	1.09057	1.09065	1.09050	1.09064	159	0	0
2022.04.06	01:30:00	1.09064	1.09082	1.09063	1.09080	157	0	0
2022.04.06	01:45:00	1.09080	1.09080	1.09065	1.09074	113	0	0
2022.04.06	02:00:00	1.09070	1.09077	1.09065	1.09070	90	0	0
2022.04.06	02:15:00	1.09065	1.09083	1.09050	1.09056	130	0	0
2022.04.06	02:30:00	1.09056	1.09074	1.09055	1.09072	130	0	0
2022.04.06	02:45:00	1.09072	1.09074	1.09058	1.09060	204	0	0
2022.04.06	03:00:00	1.09061	1.09063	1.09006	1.09009	361	0	0
2022.04.06	03:15:00	1.09009	1.09027	1.09006	1.09007	318	0	0
2022.04.06	03:30:00	1.09009	1.09022	1.08990	1.08997	406	0	0
2022.04.06	03:45:00	1.08997	1.08999	1.08942	1.08944	601	0	0
2022.04.06	04:00:00	1.08944	1.08955	1.08908	1.08928	618	0	0
2022.04.06	04:15:00	1.08928	1.08949	1.08914	1.08942	502	0	0
2022.04.06	04:30:00	1.08942	1.08963	1.08931	1.08954	488	0	0
2022.04.06	04:45:00	1.08954	1.08956	1.08911	1.08916	458	0	0
2022.04.06	05:00:00	1.08916	1.08951	1.08911	1.08940	339	0	0
2022.04.06	05:15:00	1.08940	1.08958	1.08924	1.08952	270	0	0
2022.04.06	05:30:00	1.08951	1.09033	1.08935	1.09004	381	0	0
2022.04.06	05:45:00	1.09004	1.09004	1.08945	1.08965	498	0	0
2022.04.06	06:00:00	1.08965	1.09000	1.08958	1.08970	402	0	0
2022.04.06	06:15:00	1.08971	1.08989	1.08964	1.08969	197	0	0
2022.04.06	06:30:00	1.08970	1.08987	1.08961	1.08970	285	0	0
2022.04.06	06:45:00	1.08970	1.09028	1.08961	1.09005	351	0	0
2022.04.06	07:00:00	1.09004	1.09016	1.08980	1.08988	298	0	0
2022.04.06	07:15:00	1.08987	1.08996	1.08956	1.08964	306	0	0
2022.04.06	07:30:00	1.08964	1.08965	1.08934	1.08945	306	0	0
2022.04.06	07:45:00	1.08945	1.08967	1.08937	1.08966	213	0	0
2022.04.06	08:00:00	1.08968	1.09005	1.08958	1.08964	293	0	0
2022.04.06	08:15:00	1.08964	1.08977	1.08944	1.08951	359	0	0
2022.04.06	08:30:00	1.08951	1.08978	1.08948	1.08949	328	0	0
2022.04.06	08:45:00	1.08949	1.08954	1.08836	1.08837	465	0	0
2022.04.06	09:00:00	1.08838	1.08848	1.08745	1.08769	918	0	0
2022.04.06	09:15:00	1.08769	1.08829	1.08766	1.08829	664	0	0
2022.04.06	09:30:00	1.08829	1.08868	1.08784	1.08853	816	0	0
2022.04.06	09:45:00	1.08845	1.08884	1.08830	1.08881	557	0	0
2022.04.06	10:00:00	1.08880	1.08928	1.08838	1.08878	1028	0	0
2022.04.06	10:15:00	1.08878	1.09022	1.08878	1.08888	1072	0	0
2022.04.06	10:30:00	1.08890	1.08935	1.08850	1.08907	1086	0	0
2022.04.06	10:45:00	1.08905	1.08975	1.08879	1.08954	1104	0	0
2022.04.06	11:00:00	1.08952	1.08979	1.08913	1.08947	950	0	0
2022.04.06	11:15:00	1.08947	1.09166	1.08941	1.09156	859	0	0
2022.04.06	11:30:00	1.09154	1.09217	1.09098	1.09202	1009	0	0
2022.04.06	11:45:00	1.09202	1.09270	1.09168	1.09234	906	0	0
2022.04.06	12:00:00	1.09234	1.09257	1.09167	1.09183	984	0	0
2022.04.06	12:15:00	1.09180	1.09182	1.09071	1.09076	760	0	0
2022.04.06	12:30:00	1.09076	1.09187	1.09072	1.09151	603	0	0
2022.04.06	12:45:00	1.09152	1.09172	1.09100	1.09128	665	0	0
2022.04.06	13:00:00	1.09128	1.09139	1.09051	1.09067	668	0	0
2022.04.06	13:15:00	1.09067	1.09083	1.08995	1.08996	649	0	0
2022.04.06	13:30:00	1.08998	1.09123	1.08998	1.09084	619	0	0
2022.04.06	13:45:00	1.09083	1.09122	1.09045	1.09122	668	0	0
2022.04.06	14:00:00	1.09122	1.09188	1.09081	1.09106	717	0	0
2022.04.06	14:15:00	1.09106	1.09117	1.09046	1.09097	553	0	0
2022.04.06	14:30:00	1.09097	1.09171	1.09095	1.09156	505	0	0
2022.04.06	14:45:00	1.09156	1.09177	1.09103	1.09168	607	0	0
2022.04.06	15:00:00	1.09168	1.09294	1.09168	1.09226	720	0	0
2022.04.06	15:15:00	1.09230	1.09318	1.09222	1.09273	640	0	0
2022.04.06	15:30:00	1.09272	1.09378	1.09261	1.09324	633	0	0
2022.04.06	15:45:00	1.09324	1.09382	1.09286	1.09333	693	0	0
2022.04.06	16:00:00	1.09334	1.09373	1.09275	1.09281	690	0	0
2022.04.06	16:15:00	1.09281	1.09344	1.09262	1.09281	652	0	0
2022.04.06	16:30:00	1.09288	1.09302	1.09191	1.09206	836	0	0
2022.04.06	16:45:00	1.09206	1.09241	1.09127	1.09131	706	0	0
2022.04.06	17:00:00	1.09136	1.09147	1.09069	1.09070	788	0	0
2022.04.06	17:15:00	1.09072	1.09168	1.09056	1.09168	593	0	0
2022.04.06	17:30:00	1.09168	1.09218	1.09129	1.09189	693	0	0
2022.04.06	17:45:00	1.09189	1.09238	1.09154	1.09196	899	0	0
2022.04.06	18:00:00	1.09196	1.09226	1.09095	1.09127	815	0	0
2022.04.06	18:15:00	1.09127	1.09127	1.09062	1.09097	530	0	0
2022.04.06	18:30:00	1.09096	1.09102	1.09028	1.09086	611	0	0
2022.04.06	18:45:00	1.09086	1.09141	1.09075	1.09104	626	0	0
2022.04.06	19:00:00	1.09103	1.09157	1.09055	1.09056	598	0	0
2022.04.06	19:15:00	1.09056	1.09085	1.09039	1.09062	451	0	0
2022.04.06	19:30:00	1.09061	1.09080	1.09043	1.09050	375	0	0
2022.04.06	19:45:00	1.09050	1.09132	1.09048	1.09083	336	0	0
2022.04.06	20:00:00	1.09081	1.09107	1.09059	1.09063	347	0	0
2022.04.06	20:15:00	1.09063	1.09071	1.09040	1.09049	308	0	0
2022.04.06	20:30:00	1.09050	1.09078	1.09041	1.09069	383	0	0
2022.04.06	20:45:00	1.09069	1.09080	1.08957	1.08961	403	0	0
2022.04.06	21:00:00	1.08961	1.09285	1.08872	1.08898	2030	0	0
2022.04.06	21:15:00	1.08898	1.08911	1.08789	1.08837	1713	0	0
2022.04.06	21:30:00	1.08840	1.09010	1.08819	1.08875	1761	0	0
2022.04.06	21:45:00	1.08876	1.09027	1.08873	1.08993	1535	0	0
2022.04.06	22:00:00	1.08997	1.09064	1.08968	1.08989	1158	0	0
2022.04.06	22:15:00	1.08991	1.08999	1.08947	1.08952	910	0	0
2022.04.06	22:30:00	1.08952	1.08988	1.08916	1.08981	715	0	0
2022.04.06	22:45:00	1.08970	1.09022	1.08962	1.09004	759	0	0
2022.04.06	23:00:00	1.09003	1.09014	1.08958	1.08961	228	0	0
2022.04.06	23:15:00	1.08966	1.09019	1.08962	1.09004	219	0	0
2022.04.06	23:30:00	1.09004	1.09008	1.08985	1.08985	134	0	0
2022.04.06	23:45:00	1.08985	1.08992	1.08926	1.08932	225	0	0
2022.04.07	00:00:00	1.08906	1.08930	1.08905	1.08930	152	0	26
2022.04.07	00:15:00	1.08931	1.09002	1.08931	1.08981	250	0	0
2022.04.07	00:30:00	1.08981	1.08982	1.08970	1.08976	98	0	13
2022.04.07	00:45:00	1.08977	1.08980	1.08975	1.08976	59	0	8
2022.04.07	01:00:00	1.08980	1.08994	1.08975	1.08987	103	0	0
2022.04.07	01:15:00	1.08987	1.08994	1.08947	1.08948	157	0	0
2022.04.07	01:30:00	1.08948	1.08988	1.08947	1.08975	120	0	0
2022.04.07	01:45:00	1.08975	1.08992	1.08960	1.08960	113	0	0
2022.04.07	02:00:00	1.08962	1.08993	1.08954	1.08985	188	0	0
2022.04.07	02:15:00	1.08985	1.08997	1.08979	1.08983	104	0	0
2022.04.07	02:30:00	1.08983	1.08985	1.08954	1.08971	196	0	0
2022.04.07	02:45:00	1.08972	1.08989	1.08971	1.08977	213	0	0
2022.04.07	03:00:00	1.08977	1.09070	1.08968	1.09059	547	0	0
2022.04.07	03:15:00	1.09059	1.09064	1.08995	1.09011	504	0	0
2022.04.07	03:30:00	1.09012	1.09060	1.09002	1.09057	551	0	0
2022.04.07	03:45:00	1.09057	1.09123	1.09018	1.09121	618	0	0
2022.04.07	04:00:00	1.09121	1.09127	1.09084	1.09090	523	0	0
2022.04.07	04:15:00	1.09090	1.09092	1.09052	1.09058	473	0	0
2022.04.07	04:30:00	1.09058	1.09119	1.09044	1.09114	490	0	0
2022.04.07	04:45:00	1.09113	1.09128	1.09088	1.09105	443	0	0
2022.04.07	05:00:00	1.09105	1.09115	1.09062	1.09077	402	0	0
2022.04.07	05:15:00	1.09074	1.09078	1.09050	1.09055	363	0	0
2022.04.07	05:30:00	1.09055	1.09084	1.09047	1.09081	323	0	0
2022.04.07	05:45:00	1.09081	1.09117	1.09063	1.09117	352	0	0
2022.04.07	06:00:00	1.09117	1.09124	1.09073	1.09078	289	0	0
2022.04.07	06:15:00	1.09078	1.09109	1.09063	1.09063	386	0	0
2022.04.07	06:30:00	1.09063	1.09081	1.09055	1.09073	340	0	0
2022.04.07	06:45:00	1.09073	1.09106	1.09072	1.09072	267	0	0
2022.04.07	07:00:00	1.09073	1.09083	1.09062	1.09075	290	0	0
2022.04.07	07:15:00	1.09075	1.09088	1.09068	1.09078	235	0	0
2022.04.07	07:30:00	1.09077	1.09130	1.09075	1.09124	207	0	0
2022.04.07	07:45:00	1.09122	1.09161	1.09115	1.09144	316	0	0
2022.04.07	08:00:00	1.09144	1.09153	1.09113	1.09135	349	0	0
2022.04.07	08:15:00	1.09135	1.09144	1.09097	1.09128	336	0	0
2022.04.07	08:30:00	1.09126	1.09172	1.09121	1.09159	350	0	0
2022.04.07	08:45:00	1.09159	1.09204	1.09141	1.09188	455	0	0
2022.04.07	09:00:00	1.09187	1.09193	1.09127	1.09191	607	0	0
2022.04.07	09:15:00	1.09189	1.09340	1.09172	1.09274	771	0	0
2022.04.07	09:30:00	1.09274	1.09278	1.09196	1.09223	658	0	0
2022.04.07	09:45:00	1.09221	1.09237	1.09167	1.09172	719	0	0
2022.04.07	10:00:00	1.09173	1.09189	1.09124	1.09125	837	0	0
2022.04.07	10:15:00	1.09125	1.09125	1.08953	1.08961	639	0	0
2022.04.07	10:30:00	1.08961	1.09020	1.08949	1.08994	655	0	0
2022.04.07	10:45:00	1.08994	1.09008	1.08951	1.08978	588	0	0
2022.04.07	11:00:00	1.08979	1.09007	1.08827	1.08853	665	0	0
2022.04.07	11:15:00	1.08853	1.08866	1.08793	1.08840	595	0	0
2022.04.07	11:30:00	1.08839	1.08849	1.08793	1.08806	544	0	0
2022.04.07	11:45:00	1.08806	1.08828	1.08756	1.08781	599	0	0
2022.04.07	12:00:00	1.08780	1.08810	1.08750	1.08796	630	0	0
2022.04.07	12:15:00	1.08793	1.08798	1.08649	1.08722	805	0	0
2022.04.07	12:30:00	1.08724	1.08920	1.08720	1.08916	675	0	0
2022.04.07	12:45:00	1.08916	1.08973	1.08905	1.08922	668	0	0
2022.04.07	13:00:00	1.08923	1.08986	1.08921	1.08965	504	0	0
2022.04.07	13:15:00	1.08966	1.08983	1.08918	1.08935	494	0	0
2022.04.07	13:30:00	1.08935	1.08935	1.08871	1.08883	449	0	0
2022.04.07	13:45:00	1.08887	1.08964	1.08867	1.08941	501	0	0
2022.04.07	14:00:00	1.08941	1.09192	1.08915	1.08975	1213	0	0
2022.04.07	14:15:00	1.08968	1.08974	1.08910	1.08928	921	0	0
2022.04.07	14:30:00	1.08923	1.09217	1.08918	1.09176	1389	0	0
2022.04.07	14:45:00	1.09177	1.09198	1.09097	1.09111	1043	0	0
2022.04.07	15:00:00	1.09110	1.09171	1.09102	1.09171	759	0	0
2022.04.07	15:15:00	1.09171	1.09171	1.09115	1.09140	659	0	0
2022.04.07	15:30:00	1.09137	1.09149	1.09106	1.09137	621	0	0
2022.04.07	15:45:00	1.09140	1.09267	1.09134	1.09136	861	0	0
2022.04.07	16:00:00	1.09137	1.09254	1.09072	1.09223	818	0	0
2022.04.07	16:15:00	1.09223	1.09317	1.09186	1.09307	615	0	0
2022.04.07	16:30:00	1.09307	1.09382	1.09282	1.09320	1034	0	0
2022.04.07	16:45:00	1.09320	1.09333	1.09119	1.09146	957	0	0
2022.04.07	17:00:00	1.09143	1.09145	1.08982	1.09052	1283	0	0
2022.04.07	17:15:00	1.09052	1.09142	1.08996	1.09097	905	0	0
2022.04.07	17:30:00	1.09097	1.09236	1.09077	1.09110	982	0	0
2022.04.07	17:45:00	1.09111	1.09129	1.09031	1.09111	1191	0	0
2022.04.07	18:00:00	1.09113	1.09153	1.09063	1.09140	921	0	0
2022.04.07	18:15:00	1.09140	1.09152	1.09010	1.09013	652	0	0
2022.04.07	18:30:00	1.09016	1.09046	1.08954	1.09046	781	0	0
2022.04.07	18:45:00	1.09046	1.09062	1.08963	1.08986	655	0	0
2022.04.07	19:00:00	1.08986	1.09000	1.08866	1.08868	558	0	0
2022.04.07	19:15:00	1.08868	1.08888	1.08822	1.08869	594	0	0
2022.04.07	19:30:00	1.08869	1.08875	1.08798	1.08809	499	0	0
2022.04.07	19:45:00	1.08809	1.08834	1.08767	1.08771	461	0	0
2022.04.07	20:00:00	1.08771	1.08856	1.08767	1.08841	544	0	0
2022.04.07	20:15:00	1.08841	1.08922	1.08840	1.08894	480	0	0
2022.04.07	20:30:00	1.08894	1.08894	1.08837	1.08847	406	0	0
2022.04.07	20:45:00	1.08842	1.08867	1.08793	1.08832	447	0	0
2022.04.07	21:00:00	1.08832	1.08866	1.08817	1.08843	434	0	0
2022.04.07	21:15:00	1.08842	1.08883	1.08831	1.08831	373	0	0
2022.04.07	21:30:00	1.08831	1.08843	1.08767	1.08777	404	0	0
2022.04.07	21:45:00	1.08773	1.08823	1.08739	1.08802	580	0	0
2022.04.07	22:00:00	1.08801	1.08821	1.08747	1.08763	471	0	0
2022.04.07	22:15:00	1.08764	1.08769	1.08682	1.08702	538	0	0
2022.04.07	22:30:00	1.08702	1.08732	1.08684	1.08715	357	0	0
2022.04.07	22:45:00	1.08715	1.08732	1.08677	1.08721	506	0	0
2022.04.07	23:00:00	1.08720	1.08746	1.08701	1.08708	259	0	0
2022.04.07	23:15:00	1.08708	1.08741	1.08700	1.08734	142	0	0
2022.04.07	23:30:00	1.08734	1.08790	1.08734	1.08781	195	0	0
2022.04.07	23:45:00	1.08780	1.08818	1.08779	1.08798	288	0	0
2022.04.08	00:00:00	1.08802	1.08810	1.08775	1.08784	132	0	2
2022.04.08	00:15:00	1.08780	1.08792	1.08772	1.08781	132	0	22
2022.04.08	00:30:00	1.08782	1.08795	1.08781	1.08787	62	0	7
2022.04.08	00:45:00	1.08788	1.08796	1.08788	1.08790	79	0	13
2022.04.08	01:00:00	1.08797	1.08824	1.08797	1.08816	135	0	0
2022.04.08	01:15:00	1.08816	1.08818	1.08780	1.08801	119	0	0
2022.04.08	01:30:00	1.08802	1.08802	1.08765	1.08772	106	0	0
2022.04.08	01:45:00	1.08771	1.08772	1.08726	1.08749	184	0	0
2022.04.08	02:00:00	1.08754	1.08755	1.08718	1.08730	157	0	0
2022.04.08	02:15:00	1.08730	1.08733	1.08717	1.08726	110	0	0
2022.04.08	02:30:00	1.08726	1.08730	1.08718	1.08720	91	0	0
2022.04.08	02:45:00	1.08720	1.08734	1.08605	1.08643	403	0	0
2022.04.08	03:00:00	1.08649	1.08682	1.08578	1.08651	682	0	0
2022.04.08	03:15:00	1.08650	1.08655	1.08613	1.08655	468	0	0
2022.04.08	03:30:00	1.08654	1.08718	1.08627	1.08627	638	0	0
2022.04.08	03:45:00	1.08627	1.08682	1.08597	1.08621	571	0	0
2022.04.08	04:00:00	1.08622	1.08646	1.08591	1.08613	407	0	0
2022.04.08	04:15:00	1.08613	1.08676	1.08605	1.08625	547	0	0
2022.04.08	04:30:00	1.08625	1.08678	1.08604	1.08677	503	0	0
2022.04.08	04:45:00	1.08678	1.08697	1.08652	1.08657	387	0	0
